	Unnamed: 0	path	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
432149	880182	common_voice_en_27265997.mp3	The Duke of Edinburgh visited the school.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
97559	338747	common_voice_en_20129674.mp3	Nearby is Baggy Moor and the River Perry.		2	0	teens	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
323777	732187	common_voice_en_21721503.mp3	Before and during Franklin D. Roosevelt's presidency, the extent of his disability was minimized.		2	0	thirties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
398157	843561	common_voice_en_27375780.mp3	Wiffen subsequently signed to Fantasy Records as a solo artist.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
250010	612777	common_voice_en_21269639.mp3	Indian scouts reported to the French that an attack was coming.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
430976	879009	common_voice_en_27465143.mp3	Vincent is named after Vincent Avenue which passes through the community.		2	0	fourties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
450568	913800	common_voice_en_27273813.mp3	He was related to West Ham United and Wales midfielder Jack Collison.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
388332	831286	common_voice_en_22331970.mp3	Once this rule has been established, the rule swaps.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
450100	913332	common_voice_en_27214684.mp3	Numerous articles reporting conventional radio astronomy observations have been published.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
398496	843900	common_voice_en_27449928.mp3	Two heats of three riders were held.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
132691	409415	common_voice_en_19677779.mp3	However, this can also serve as an open path for a possible sequel.		2	1	thirties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
466313	941620	common_voice_en_27605483.mp3	He was known in the legislature as an aggressive debater.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
450103	913335	common_voice_en_27214687.mp3	The couple had four children: Edward Dunwoodie, James Ashmore, Constance Alice, and Eileen Buell.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
465087	940394	common_voice_en_27207170.mp3	Both spellings are equally valid.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
388793	831747	common_voice_en_22404565.mp3	Victor Hugo Sibille was the first mayor.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
465432	940739	common_voice_en_27427941.mp3	Fuel delivery was accomplished with sequential multi-port fuel injection with dual spray injectors.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
449933	913165	common_voice_en_27195209.mp3	It is the gateway to the Valley of a Thousand Hills.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
464675	939982	common_voice_en_27107703.mp3	His band, Manalive, recorded at the famous Sun Records Studio in Memphis, Tennessee.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
476324	956063	common_voice_en_27039226.mp3	Laurie is a sculptor working in marble and clay and exhibits her work.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
361780	787478	common_voice_en_27181180.mp3	Peak Musala has an alpine climate with cold, long winters and short, cool summers.		2	0	fourties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
450609	913841	common_voice_en_27274114.mp3	Andy Soucek replaced Parente as the reserve driver.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
465144	940451	common_voice_en_27207388.mp3	He co-owns a heritage vehicle shipping and delivery company, Bespoke Handling.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
432863	880896	common_voice_en_27315614.mp3	All songs written by Ryan Miller.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
150953	441530	common_voice_en_20457690.mp3	With the little energy she has left, Eva escapes.		2	0	fifties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
408013	853424	common_voice_en_27190427.mp3	It is unstaffed, and the only passenger facilities are standard shelters on each platform.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
464660	939967	common_voice_en_27107652.mp3	Elkhorn Peak is the county's highest point, at above sea level.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
450783	914015	common_voice_en_27292113.mp3	Meanwhile, Rusty, hurting after his divorce, finds love again when he meets Cosmic Rae.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
401681	847088	common_voice_en_22441039.mp3	Registered users can provide opinions, commentary, reviews, previews, evaluations and analysis.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
449525	912757	common_voice_en_27091185.mp3	Beyond this point the flow rate increases steadily with increasing shear stress.		3	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
148575	436697	common_voice_en_33508261.mp3	Kerr played four years for the Ohio State Buckeyes.		4	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
408429	853840	common_voice_en_27287518.mp3	Only stations available on Comcast in the Bad Axe area are listed below.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
432475	880508	common_voice_en_27305850.mp3	The call is a loud grating noise like Sandwich tern.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
401930	847337	common_voice_en_22510667.mp3	It's not right for you, don't marry him.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
431414	879447	common_voice_en_27169723.mp3	It also fired from a closed bolt along with using blowback for its action.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
388909	831863	common_voice_en_22404875.mp3	Soon, many guitar manufacturers began producing instruments with these modifications as standard.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
451544	914776	common_voice_en_27369286.mp3	It was the first time a former city joined another local government unit.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
401040	846447	common_voice_en_22356425.mp3	Much more work went into it.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
71163	283920	common_voice_en_19948734.mp3	His explanation of this phenomenon was subsequently published in Micrography Observ.		2	0	thirties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
465477	940784	common_voice_en_27428108.mp3	It ended by the River Rother at a pier.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
398346	843750	common_voice_en_27449187.mp3	Cuba accepted an invitation to take part as a guest in the tournament.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
416390	864030	common_voice_en_27091707.mp3	Up till then life was pretty great.		2	0	teens	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
464949	940256	common_voice_en_27166546.mp3	Sallust adopted an abrupt, pointed style in his historical works.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
361896	787594	common_voice_en_27212201.mp3	About a year later, Seleucus was killed by a fall from his horse.		2	0	fourties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
479752	959491	common_voice_en_27437123.mp3	Recipients were recognised for extraordinary heroism, dedication, and courage demonstrated on the battlefield.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
478540	958279	common_voice_en_27286253.mp3	In office, Mackenzie was known as a passionate supporter of labour interests within cabinet.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
449981	913213	common_voice_en_27195441.mp3	It grows primarily on foredunes and dune crests.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
401902	847309	common_voice_en_22510311.mp3	Sport of basketball has increased in popularity among elite deaf athletes around the world.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
409218	854629	common_voice_en_27479341.mp3	Redfoo also announced his departure the following month.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
465839	941146	common_voice_en_27507571.mp3	The government also has made major strides in restructuring the public finances.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
432634	880667	common_voice_en_27307220.mp3	"McGrath's autobiography, ""Back from the Brink"", co-written with journalist Vincent Hogan."		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
479514	959253	common_voice_en_27407744.mp3	His daughter Tulsi Kumar is a playback singer.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
432489	880522	common_voice_en_27305977.mp3	Joey had some bad luck in terms of his acting career.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
174293	484270	common_voice_en_23803377.mp3	San Antonio reporter John Whisler called the bout San Antonio's Fight of the Year.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
276982	657967	common_voice_en_18738511.mp3	It currently airs a mix of classic country music.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
402150	847557	common_voice_en_22533051.mp3	He encouraged the poet John Skelton, who wrote the elegy on his father.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
430022	878055	common_voice_en_27269995.mp3	The axes of the resulting ellipse are the resulting polarization directions.		2	0	fourties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
479961	959700	common_voice_en_27453974.mp3	These channels mainly for malayali people residing outside India.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
408504	853915	common_voice_en_27289537.mp3	The service will provide information, interaction and entertainment.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
475880	955619	common_voice_en_27006599.mp3	Access to the island is according to Scottish right to roam legislation.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
388186	831140	common_voice_en_22307128.mp3	See also: tangent space to a functor.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
465979	941286	common_voice_en_27527201.mp3	He was also chairman of the Anglo-Scottish Sugar Beet Corporation.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
397623	843027	common_voice_en_27315437.mp3	As a civil servant, he reports to the Prime Minister.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
401069	846476	common_voice_en_22358050.mp3	Typically, they are also capable warriors.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
324244	732654	common_voice_en_21764510.mp3	With that, Boone runs away.		2	0	thirties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
480036	959775	common_voice_en_27454470.mp3	He was released following the season.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
418200	865840	common_voice_en_27474108.mp3	Paul contacts the National Guard for help.		2	1	teens	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
479260	958999	common_voice_en_27357562.mp3	The invention assures that doors, drawers and lift systems close gently and silently.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
432274	880307	common_voice_en_27280895.mp3	Environmental education has crossover with multiple other disciplines.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
475837	955576	common_voice_en_27006265.mp3	It lies east of Horton in Ribblesdale.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
477683	957422	common_voice_en_27173688.mp3	Supernatural beings are considered citizens with most of the rights of regular humans.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
452182	915414	common_voice_en_27482384.mp3	The unique glass front and brown sided building is located in the downtown core.		3	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
429163	877196	common_voice_en_27106102.mp3	Some episodes in the second season were aired out of their intended chronological sequence.		2	0	fourties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
464295	939599	common_voice_en_22325203.mp3	Eoin Kennedy, the Dual All Ireland Handball Senior Singles Champion, is a club member.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
467115	942422	common_voice_en_28027797.mp3	He also occasionally did voice-over work from his home.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
451351	914583	common_voice_en_27349649.mp3	In older species, such as fish, the archipallium makes up most of the cerebrum.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
430214	878247	common_voice_en_27289520.mp3	This is true for both children and adults.		2	0	fourties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
388016	830970	common_voice_en_22306081.mp3	Via the Wabash and Ohio rivers, it is part of the Mississippi River watershed.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
466248	941555	common_voice_en_27591650.mp3	The Beetle automobile platform is preferred for a variety of reasons.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
72859	287600	common_voice_en_19965805.mp3	In his institution patients from all over Europe were treated.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
467294	942601	common_voice_en_28084771.mp3	Boughton Primary School is in Moulton Road.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
402188	847595	common_voice_en_22533192.mp3	Farmers found the surface broken and ledgy, better suited for grazing than cultivation.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
477958	957697	common_voice_en_27195957.mp3	"The family surname is pronounced ""Troobridge""."		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
478022	957761	common_voice_en_27196192.mp3	A supply ship visits Pitt Island about every three months.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
408095	853506	common_voice_en_27210891.mp3	Interestingly, there was collusion between the two.		3	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
479350	959089	common_voice_en_27358830.mp3	He would also start many that were left unfinished.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
467145	942452	common_voice_en_28027935.mp3	There are four described species, found in southern and eastern Africa.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
361727	787425	common_voice_en_27171180.mp3	Additionally, a moderated forum, user statistics, and a hall-of-fame are available.		2	0	fourties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
148637	436759	common_voice_en_33508512.mp3	He believes in ground level action.		4	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
417437	865077	common_voice_en_27319125.mp3	We do not get the proper run for our money.		2	0	teens	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
466739	942046	common_voice_en_27688787.mp3	Their After you, Alphonse.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
477129	956868	common_voice_en_27154863.mp3	The Quakers played an instrumental role in aiding escaped slaves on the underground railroad.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
401572	846979	common_voice_en_22432636.mp3	Pharmacy professional are in demand nowadays.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
362296	787994	common_voice_en_27444645.mp3	Seymour Road in Hong Kong Island was named after him.		2	0	fourties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
433323	881356	common_voice_en_27521576.mp3	However training schemes vary and different pathways may be available.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
452098	915330	common_voice_en_27481850.mp3	They earmarked the money for debt payments and upgrading company offices.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
33959	184523	common_voice_en_18631432.mp3	Beware the Jabberwock, my son!		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
449803	913035	common_voice_en_27172830.mp3	On it lies a man overseeing a scene of chaos with a disinterested eye.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
417452	865092	common_voice_en_27331650.mp3	Apollonius itself is located to the east-northeast.		2	1	teens	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
466924	942231	common_voice_en_27898151.mp3	Joseph Williams provides backing vocals on five of the tracks.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
476285	956024	common_voice_en_27039003.mp3	The unincorporated community of New Paris is also located in the town.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
467133	942440	common_voice_en_28027883.mp3	In the United Kingdom and Ireland, it airs on Trouble.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
277079	658064	common_voice_en_18750860.mp3	Metrowerks subsequently used the name for their new developer product.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
24749	154395	common_voice_en_18733219.mp3	Dilshan's brother, Tillakaratne Sampath, is a first-class cricketer in Sri Lanka.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
429766	877799	common_voice_en_27211086.mp3	The band took a low-stress approach to this album.		2	0	fourties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
479527	959266	common_voice_en_27407804.mp3	The Attica High School mascot is Bulldogs.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
480112	959851	common_voice_en_27461977.mp3	He interviewed such luminaries as Frank Sinatra, Hank Williams, Elvis Presley, and Fats Domino.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
432042	880075	common_voice_en_27265558.mp3	The first material used for lasers was synthetic ruby crystals.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
431403	879436	common_voice_en_27169616.mp3	The latter was a combination drinking fountain, fire hydrant, and watering basin for animals.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
180206	493594	common_voice_en_22303901.mp3	The bay had two inshore sand banks, the North Bull and the South Bull.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
66363	272313	common_voice_en_19633239.mp3	The victim is renamed Magdalene Kruschen and is played by German actress Elke Sommer.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
416852	864492	common_voice_en_27203481.mp3	If Mikoyan had discovered this he would, according to his children, have become furious.		2	0	teens	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
452136	915368	common_voice_en_27482005.mp3	"It was billed as the ""biggest Reggae festival in the history of the world""."		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
408328	853739	common_voice_en_27270273.mp3	The dust is an irritant to skin, eyes and lungs.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
149704	438533	common_voice_en_36742181.mp3	The coast here is part of the Jurassic Coast, a World Heritage Site.		4	0	teens	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
478037	957776	common_voice_en_27204165.mp3	James Gold Andrews in command.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
464405	939712	common_voice_en_27012948.mp3	Eltville is the biggest town in the Rheingau.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
249751	612518	common_voice_en_21269332.mp3	This made the date unusually frequent in the register.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
480174	959913	common_voice_en_27462610.mp3	Eventually, streaming was incorporated into the sales chart.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
478620	958359	common_voice_en_27294859.mp3	Duff was the first Canadian to hold the position, even in the interim.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
247422	608657	common_voice_en_18840821.mp3	The system is sold under the brand name Rhinostat.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
449323	912555	common_voice_en_27012412.mp3	The first heritage coast was Beachy Head with its famous white cliffs.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
409266	854677	common_voice_en_27479485.mp3	Some contain substances like grains half peeled.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
432989	881022	common_voice_en_27320627.mp3	Such children are also described as backward.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
201366	531195	common_voice_en_22413289.mp3	The college cricket ground is used by the college cricket team.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
431411	879444	common_voice_en_27169667.mp3	"Their three aspects are ""Will"", ""Wisdom"" and ""Activity""."		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
450601	913833	common_voice_en_27274056.mp3	A new trial was ordered.		2	1	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
451602	914834	common_voice_en_27407105.mp3	It's a noun and it's an adjective.		2	0	twenties	female_feminine	india and south asia (india, pakistan, sri lanka)		en	
